"Name","Source","Type","Rarity","Attunement","Price","Price band","Price Source","Review flag(s)","Prose","Criteria highlights","5e.tools link"
"Orb of Direction","Dungeon Master's Guide (2024)","Wondrous Item","Common","No","67 gp","53 gp / 67 gp / 80 gp","Amalgamated (MSRP,DMPG)","random","This orb can be used as an Arcane Focus.

While holding this orb, you can take a Magic action to determine which way is magnetic north. Nothing happens if the orb is used in a location that has no magnetic north.","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#orb%20of%20direction_xdmg"
"Order of the Gauntlet Trinket","Forgotten Realms: Heroes of Faerûn","Adventuring Gear","Mundane","No","1.0 gp","80 cp / 1.0 gp / 1.2 gp","Algorithm","random","##### Order of the Gauntlet Trinkets
| 1d6 | Trinket                               |
|: :| |
|  1  | A white feather as heavy as lead      |
|  2  | An empty vial made from stained glass |
|  3  | A single cone of gold-flecked incense |
|  4  | A silken blindfold                    |
|  5  | One half of a pair of manacles        |
|  6  | A tarnished aspergillum               |","extra_damage_multiplier 1","https://5e.tools/items.html#order%20of%20the%20gauntlet%20trinket_frhof"
"Ori Boots","Exploring Eberron (2024)","Wondrous Item","Uncommon","Yes","3,115 gp","2,492 gp / 3,115 gp / 3,738 gp","Algorithm","random","While you wear these boots, you can take a Bonus Action to click the boots' heels together. If you do, the boots double your Speed, and any creature that makes an Opportunity Attack against you has Disadvantage on the attack roll. If you click your heels together again, you end the effect.

When you've used the boots' property for a total of 10 minutes, the magic ceases to function for you until you finish a Long Rest.
*Duplicated from *Boots of Speed**","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#ori%20boots_exploringeberron24"
"Orostead Iced Tea (Common)","The Griffon's Saddlebag: Book Two","Potion","Common","No","971 gp","777 gp / 971 gp / 1,165 gp","Algorithm","ml-variance","The typical Orostead iced tea, a common potion, is a specialty alcoholic beverage that creates harmless sensory effects with each sip. When made, a tea has enough for 6 + 1d4 sips before it's used up, instead of a single use. You can take a sip as an action. When you drink this potion, roll on the table below to determine which one of the following effects occur: 1 You suddenly become drenched with illusory salt water. After 1 minute, it dries. 2 You're suddenly overwhelmingly warm (50) or cold (50) for 1 minute. 3 You remain frozen in place for 1 second, as if briefly removed from time. 4 You gain the effect of the speak with animals spell for 1 minute. 5 You suddenly teleport 5 feet into an unoccupied space next to you. 6 Any clothing you wear becomes various shades of gray for 1 minute. 7 Static charge builds up on you. Touching or being touched by anything for the next minute causes a sharp shock of electricity to leap between you. 8 Your skin, hair, and eye colors are inverted. In addition, roll a d12. You grow or shrink a number of inches equal to the result of the die, shrinking by odd numbers or growing by even ones. After 1 minute, your appearance returns to normal. The drink is incredibly refreshing with notes of lemon, tea, and cherry, and has virtually no alcoholic bite to it. Regardless, due to its magical nature, the alcohol within this potion affects a creature twice as much as the alcohol within a nonmagical beverage.","extra_damage_multiplier 1, teleportation 1","https://5e.tools/items.html#orostead%20iced%20tea%20(common)_griffonssaddlebag2"
"Paper Cartridge Bullet, Armor-Piercing","Grim Hollow: Player's Guide (2024)","Ammunition","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","This ammunition works like an AP Melee weapon, but you fire the ammunition as a projectile from a Ranged weapon.","is_ammunition 1, extra_damage_multiplier 1","https://5e.tools/items.html#paper%20cartridge%20bullet,%20armor-piercing_grimhollowpg24"
"Paper Cartridge Bullet, Blessed","Grim Hollow: Player's Guide (2024)","Ammunition","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","When you hit with Blessed ammunition, the weapon's damage type becomes Radiant. Also, if the target is Fiend, Fey, or Undead, that creature's Speed is reduced by 10 feet until the end of its next turn, and the creature can't take Reaction until the start of its next turn.","is_ammunition 1, extra_damage_multiplier 1","https://5e.tools/items.html#paper%20cartridge%20bullet,%20blessed_grimhollowpg24"
"Paper Cartridge Bullet, Brutal","Grim Hollow: Player's Guide (2024)","Ammunition","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","Designed to open wide wounds, such as with a broad-bladed arrowhead, Brutal ammunition works like a Brutal Melee weapon.","is_ammunition 1, extra_damage_multiplier 1","https://5e.tools/items.html#paper%20cartridge%20bullet,%20brutal_grimhollowpg24"
"Paper Cartridge Bullet, Desecrated","Grim Hollow: Player's Guide (2024)","Ammunition","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","When you hit with Desecrated ammunition, the weapon's damage type becomes Necrotic. Also, if the target is Celestial, Humanoid, or Plant, that creature's Speed is reduced by 10 feet until the end of its next turn, and the creature can't take Reaction until the start of its next turn.","is_ammunition 1, extra_damage_multiplier 1","https://5e.tools/items.html#paper%20cartridge%20bullet,%20desecrated_grimhollowpg24"
"Paper Cartridge Bullet, Incendiary","Grim Hollow: Player's Guide (2024)","Ammunition","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","When you hit with Incendiary ammunition, the target takes an additional 1d4 Fire damage.","extra_damage_avg 2.5, extra_damage_priced_avg 2.5, is_ammunition 1, extra_damage_multiplier 1","https://5e.tools/items.html#paper%20cartridge%20bullet,%20incendiary_grimhollowpg24"
"Pearl of Undead Detection","Waterdeep: Dungeon of the Mad Mage","Other","Unknown Magic","No","373 gp","298 gp / 373 gp / 448 gp","Algorithm","random","This black pearl glows faintly when undead are within 120 feet of it.","extra_damage_multiplier 1","https://5e.tools/items.html#pearl%20of%20undead%20detection_wdmm"
"Pendant of the Tempered Fury","The Griffon's Saddlebag: Book One","Wondrous Item","Very Rare","Yes","14,017 gp","11,214 gp / 14,017 gp / 16,821 gp","Algorithm","random","This magic silvered pendant glows with a simmering flame of rage trapped inside its clenched fist. Small sparks shoot out from between the pendant's metal fingers. The fiery anger from the pendant tightens your focus and allows you to shrug off some of the damage you take. If you aren't wearing armor or wielding a Shield while you wear this pendant, all Bludgeoning, Piercing, and Slashing damage you take is reduced by 3. In addition, the pendant has 3 charges and regains 1d3 expended charges daily at dawn. You can take a Bonus Action and expend 1 charge to ignite your hands in a magical flame, causing them to shed Bright Light in a 10-foot radius and Dim Light for an additional 10 feet. Whenever you deal damage with your Unarmed Strike while your hands are wreathed in this fire, it can deal your choice of Fire damage or its normal damage type, and it deals an extra 1d4 Fire damage on a hit. Your hands remain lit for 1 minute or until you take a Bonus Action to quench them. Any flame created by the pendant, whether it be on your hands or on the pendant itself, is harmless to you.","extra_damage_avg 2.5, extra_damage_priced_avg 2.5, is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#pendant%20of%20the%20tempered%20fury_24griffonssaddlebag1"
