name,source,old,new,pct,bucket,evidence
Festerwood Fungal Stave,The Griffon's Saddlebag: Book One,24949.96,13973.89,43.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Horn of the Wild Hunt,The Griffon's Saddlebag: Book Two,22474.23,12590.94,43.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage's Signet (Bear),The Book of Many Things,20000.78,11204.36,43.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage's Signet (Wolf),The Book of Many Things,20000.78,11204.36,43.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hat Trick,The Griffon's Saddlebag: Book One,2263.55,1268.28,43.97,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Dowsing,The Griffon's Saddlebag: Book Two,2018.75,1131.81,43.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Jester Card,The Book of Many Things,71719.65,40276.53,43.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pathfinder's Pebble,Humblewood Tales,17021.91,9584.09,43.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bloodmire Soulflame Lantern,The Griffon's Saddlebag: Book Two,29399.96,42210.03,43.57,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shield of the Tortoise,The Book of Many Things,721.44,1035.26,43.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Volt Gauntlets,The Griffon's Saddlebag: Book One,8676.53,4905.76,43.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bearskin Cloak,Book of Ebon Tides,3066.87,4395.58,43.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mourningsteel Demi-Gauntlets,The Griffon's Saddlebag: Book Two,26553.05,15053.88,43.31,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of Majesty,"Flee, Mortals! The MCDM Monster Book",22372.18,12685.44,43.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pollinator Visor,The Griffon's Saddlebag: Book Two,2057.72,1167.75,43.25,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
The Griffon's Saddlebag,The Griffon's Saddlebag: Book One,440423.26,250000.0,43.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Silence,Grim Hollow: Campaign Guide (2024/Transformed),2557.56,1455.63,43.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Silence,Grim Hollow: Lairs of Etharis,2557.56,1455.63,43.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Monarch Mantle,The Griffon's Saddlebag: Book Two,5029.0,7193.77,43.05,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Infernal Aegis,The Griffon's Saddlebag: Book One,27916.1,15917.05,42.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Staff of the Four Seasons,The Griffon's Saddlebag: Book One,45255.21,25845.51,42.89,intended-913/q7b,family-min weapon_bonus=2 type=M
Cauldron of the Vermintoll Coven (Very Rare),The Crooked Moon,20653.75,11814.15,42.8,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Black Crystal Tablet,Waterdeep: Dungeon of the Mad Mage,78851.44,45216.15,42.66,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
The Rose Basket,The Griffon's Saddlebag: Book One,26052.25,14990.86,42.46,intended-913/q7b,family-min weapon_bonus=2 type=M
Mask of Lethica Nightborne (Rare),The Crooked Moon,6750.47,3886.71,42.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Amethyst Lodestone,Fizban's Treasury of Dragons,30478.05,17561.57,42.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Defender Cavalry Hammer,Dungeon Master's Guide (2024),31500.0,44850.0,42.38,intended-913/q7b,family-min weapon_bonus=3 type=M
Defender Cavalry Pick,Dungeon Master's Guide (2024),31500.0,44850.0,42.38,intended-913/q7b,family-min weapon_bonus=3 type=M
Defender Knightly Sword,Dungeon Master's Guide (2024),31500.0,44850.0,42.38,intended-913/q7b,family-min weapon_bonus=3 type=M
Defender Longsword,Dungeon Master's Guide (2024),31500.0,44850.0,42.38,intended-913/q7b,family-min weapon_bonus=3 type=M
Sagittarian Half Plate Armor,The Griffon's Saddlebag: Book Two,2597.58,1500.0,42.25,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Arcanist's Magnificent Magnifier,The Griffon's Saddlebag: Book Two,1407.71,813.89,42.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of the Pack Master,Grim Hollow: Campaign Guide (2024/Transformed),37712.36,21814.88,42.15,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Merriment,The Griffon's Saddlebag: Book Two,23587.64,13663.31,42.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Figurine of Wondrous Power, Byeshk Worg Pack",Frontiers of Eberron: Quickstone,18217.41,10575.93,41.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Trident of Henchantment,One-Shot Wonders: Holiday Adventure Pack,8671.95,5038.08,41.9,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Veil of the Weeping Widow (Rare),The Crooked Moon,6844.97,3981.21,41.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mask of Lethica Nightborne (Very Rare),The Crooked Moon,19583.77,11417.25,41.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ferguson's Talons,The Pugilist Class (2024),48455.25,28274.54,41.65,intended-913/q7b,family-min weapon_bonus=2 type=M
Time Splitter (rare),Heliana's Guide to Monster Hunting,9970.57,5834.6,41.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mask of Dendallen,The Griffon's Saddlebag: Book One,22032.15,12905.15,41.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cabal's Ruin (Dormant),Tal'Dorei Campaign Setting Reborn,63110.25,89231.84,41.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hurricane Lance,The Griffon's Saddlebag: Book One,47762.51,27999.8,41.38,intended-913/q7b,family-min weapon_bonus=2 type=M
Giant Femur Club,Monsters of Drakkenheim,8823.53,12449.73,41.1,intended-913/q7b,family-min weapon_bonus=1 type=M
Ring of Lunar Might,The Griffon's Saddlebag: Book Two,22606.78,13315.18,41.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Magnificent Pocket Vanity,The Griffon's Saddlebag: Book Two,380.53,224.25,41.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mythcarver (Dormant),Tal'Dorei Campaign Setting Reborn,16923.04,23815.05,40.73,intended-913/q7b,family-min weapon_bonus=1 type=M
Flayer Slayer,Phandelver and Below: The Shattered Obelisk,8587.28,12084.32,40.72,intended-913/q7b,family-min weapon_bonus=1 type=M
Whistle of the Vagrant (Rare),The Crooked Moon,6907.97,4107.21,40.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lightseer's Gaze,The Griffon's Saddlebag: Book Two,70015.29,41719.25,40.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Emerald Pen,Fizban's Treasury of Dragons,1477.71,883.89,40.19,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Snugglebeast (Tarrasque),The Griffon's Saddlebag: Book One,10437.09,14597.55,39.86,intended-913/q7b,name pattern Snugglebeast
Wispy Sour (Uncommon),The Griffon's Saddlebag: Book Two,429.16,599.74,39.75,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Nightstalker's Mask,The Griffon's Saddlebag: Book Two,11478.75,6924.67,39.67,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sunfeather Shroud (rare),Heliana's Guide to Monster Hunting,4291.75,5993.91,39.66,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Aastrika's Crown,Where Evil Lives: The MCDM Book of Boss Battles,4386.25,6119.91,39.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fenthras (Exalted),Tal'Dorei Campaign Setting Reborn,91092.53,126984.05,39.4,intended-913/q7b,family-min weapon_bonus=3 type=R
Chromatic Obsidian Greataxe,The Griffon's Saddlebag: Book Two,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Crest,Call from the Deep,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Cutlass of Briggsy Kratch (Rare),The Crooked Moon,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Ectoplasmic Whip,Grim Hollow: Campaign Guide (2024/Transformed),1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Inescapable Lash,Tal'Dorei Campaign Setting Reborn,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Knight's Standard of Valor,The Griffon's Saddlebag: Book One,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Knight's Standard of Vigor,The Griffon's Saddlebag: Book One,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Knight's Standard of Virtue,The Griffon's Saddlebag: Book One,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Phase Axe,The Griffon's Saddlebag: Book One,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Ruinous Flail,The Book of Many Things,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Starmetal Shard Spear,The Griffon's Saddlebag: Book Two,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Tyrannosaurus Rax,The Griffon's Saddlebag: Book Two,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Urnblade,The Griffon's Saddlebag: Book Two,1527.21,2128.64,39.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Wraps of Dyamak (Dormant),Tal'Dorei Campaign Setting Reborn,16957.72,23632.43,39.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Drow +2 Repeater Needler,Monster Manual,718.08,1000.0,39.26,intended-913/q7b,family-min weapon_bonus=2 type=R
Lash of Immolation,Bigby Presents: Glory of the Giants,7745.62,4709.76,39.19,intended-913/q7b,family-min weapon_bonus=1 type=M
Constantori's Portrait,Keys from the Golden Vault,24363.17,14835.87,39.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ceratopper,The Griffon's Saddlebag: Book One,24958.46,15205.36,39.08,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tidecaller Trident,The Book of Many Things,52776.53,32197.95,38.99,intended-913/q7b,family-min weapon_bonus=2 type=M
Lantern of the Chained Reaper (Very Rare),The Crooked Moon,18638.77,11382.6,38.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Omenbringer's Mantle,The Griffon's Saddlebag: Book One,18638.77,11382.6,38.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Storm Thrower Harpoon,The Griffon's Saddlebag: Book One,67192.88,93352.57,38.93,intended-913/q7b,family-min weapon_bonus=3 type=M
Breastplate of Balance,The Book of Many Things,8504.23,5200.99,38.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pollinator Pants,The Griffon's Saddlebag: Book Two,3855.22,2360.53,38.77,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Abjurer's Gilder,The Griffon's Saddlebag: Book One,1202.43,736.68,38.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eclipse Spear,The Griffon's Saddlebag: Book Two,1500.62,919.78,38.71,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Claws of Corruption (very rare),Heliana's Guide to Monster Hunting,13994.23,19392.42,38.57,intended-913/q7b,family-min weapon_bonus=1 type=M
Ogramau's Graveyard,The Griffon's Saddlebag: Book Two,15551.91,9556.09,38.55,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonemaker War Pick,The Book of Many Things,11549.15,7116.58,38.38,intended-913/q7b,family-min weapon_bonus=1 type=M
Danoth's Visor (Exalted),Explorer's Guide to Wildemount,69852.55,43062.72,38.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Whispers,The Griffon's Saddlebag: Book One,9482.44,5847.25,38.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sunwing Bow (rare),Heliana's Guide to Monster Hunting,6765.66,9356.58,38.3,intended-913/q7b,family-min weapon_bonus=2 type=R
Tarrobe (rare),Heliana's Guide to Monster Hunting,8843.42,5461.97,38.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Witchlight Watch,The Wild Beyond the Witchlight,62486.69,38664.15,38.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Violet Painted Stone,Tales from the Shadows,852.72,1177.43,38.08,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Air Render,The Griffon's Saddlebag: Book Two,1511.37,2085.69,38.0,intended-913/q7b,family-min weapon_bonus=1 type=R
Cloak of the Mausgeist,Grim Hollow: Campaign Guide (2024/Transformed),18560.02,11508.6,37.99,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dawnbringer,Out of the Abyss,61046.16,84086.93,37.74,intended-913/q7b,family-min weapon_bonus=2 type=M
Cube of Summoning,Dungeon Master's Guide (2024),8068.89,5027.31,37.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sanctum Amulet,Bigby Presents: Glory of the Giants,18418.27,11477.1,37.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Birdseye Maple,Heliana's Guide to Monster Hunting,1322.53,1820.76,37.67,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Siege Staff,The Griffon's Saddlebag: Book Two,8623.82,5381.59,37.6,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Nightstalker's Kanabo,The Griffon's Saddlebag: Book One,21587.07,13486.9,37.52,intended-913/q7b,family-min weapon_bonus=1 type=M
Courtesan's Fanblade,The Griffon's Saddlebag: Book Two,1897.4,1188.63,37.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide of the Feral Guardian (Awakened),Explorer's Guide to Wildemount,68200.14,42760.67,37.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Riff's Dimensional Ripper,The Griffon's Saddlebag: Book Two,3388.83,4652.11,37.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ferryman's Take,The Griffon's Saddlebag: Book One,5582.14,3505.73,37.2,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Waythe,Tales from the Yawning Portal,70523.58,44293.75,37.19,intended-913/q7b,family-min weapon_bonus=1 type=M
Fane-Eater,Baldur's Gate: Descent Into Avernus,53525.06,33622.17,37.18,intended-913/q7b,family-min weapon_bonus=3 type=M
Draconic Visage,Where Evil Lives: The MCDM Book of Boss Battles,21925.66,30051.44,37.06,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pathfinder's Boots,"Flee, Mortals! The MCDM Monster Book",28354.73,17851.3,37.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
+1 Black Ice Repeater Needler,Call from the Deep,146.07,200.0,36.92,intended-913/q7b,family-min weapon_bonus=1 type=R
Drow +1 Repeater Needler,Monster Manual,146.07,200.0,36.92,intended-913/q7b,family-min weapon_bonus=1 type=R
Tooth of the Jinxed Leviathan (Rare),The Crooked Moon,1632.21,2233.64,36.85,intended-913/q7b,family-min weapon_bonus=1 type=M
Dodecahedron of Doom,Waterdeep: Dungeon of the Mad Mage,5580.98,3524.98,36.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Avian Circlet,The Griffon's Saddlebag: Book One,5582.14,3530.21,36.76,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Skyblinder Staff,Guildmasters' Guide to Ravnica,515.0,704.12,36.72,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tome of Living Memories (very rare),Heliana's Guide to Monster Hunting,16692.44,10571.61,36.67,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide of the Feral Guardian (Exalted),Explorer's Guide to Wildemount,67248.67,42700.13,36.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Windswept Wyvernplate,The Griffon's Saddlebag: Book One,6731.48,4276.51,36.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blast Scepter,Waterdeep: Dungeon of the Mad Mage,34562.36,21972.38,36.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ramuh's Katar,The Pugilist Class (2024),33796.04,21542.86,36.26,intended-913/q7b,family-min weapon_bonus=2 type=M
"Morath, Scepter of the Soul Vortex",The Griffon's Saddlebag: Book Two,391418.68,250000.0,36.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Infiltrator's Key (Awakened),Explorer's Guide to Wildemount,34153.97,46339.29,35.68,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gateway Ring,The Griffon's Saddlebag: Book Two,19004.02,12245.56,35.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pennant of the Vind Rune,Storm King's Thunder,18278.74,11781.63,35.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lhammaruntosz's Wand of Fireballs,Call from the Deep,9056.01,5847.25,35.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Fungal Symbiosis (uncommon),Heliana's Guide to Monster Hunting,722.64,978.57,35.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Token of Disguise,Call from the Deep,1395.13,903.59,35.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of Westemär,Dungeons of Drakkenheim,95183.16,61873.08,35.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scythe of the Harvest Terror (Very Rare),The Crooked Moon,23021.25,14990.86,34.88,intended-913/q7b,family-min weapon_bonus=2 type=M
Tome of the Ethereal,"Flee, Mortals! The MCDM Monster Book",5029.0,6782.51,34.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Whistle of the Vagrant (Legendary),The Crooked Moon,146737.26,96065.72,34.53,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of Hellish Flames,The Book of Many Things,28758.38,18854.02,34.44,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lantern of the Chained Reaper (Legendary),The Crooked Moon,65673.94,43062.72,34.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Royal Incinerator,The Griffon's Saddlebag: Book Two,61935.49,83197.5,34.33,intended-913/q7b,family-min weapon_bonus=2 type=M
Glaive of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greatsword of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longsword of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rapier of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scimitar of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shortsword of Wounding,Dungeon Master's Guide (2024),3036.46,1995.06,34.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hogs' Wash,Grim Hollow: Campaign Guide (2024/Transformed),2478.1,1633.73,34.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Professor Skant,Icewind Dale: Rime of the Frostmaiden,5635.06,3715.73,34.06,intended-913/q7b,spell_battery_max_level=2
Hide of the Feral Guardian (Dormant),Explorer's Guide to Wildemount,68517.57,45197.62,34.03,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Frost Giant Fork,The Griffon's Saddlebag: Book One,1779.17,2383.75,33.98,intended-913/q7b,family-min weapon_bonus=1 type=M
Chime of Exile,Vecna: Eve of Ruin,16006.85,10575.93,33.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sunwing Longbow (rare),Heliana's Guide to Monster Hunting,7358.78,9848.78,33.84,intended-913/q7b,family-min weapon_bonus=2 type=R
Sunwing Shortbow (rare),Heliana's Guide to Monster Hunting,6826.82,9136.82,33.84,intended-913/q7b,family-min weapon_bonus=2 type=R
Bag of Eyes,Where Evil Lives: The MCDM Book of Boss Battles,11863.43,15864.51,33.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Padded Armor,The Book of Many Things,6579.96,4361.76,33.71,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Leather Armor,The Book of Many Things,6582.21,4364.01,33.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Hide Armor,The Book of Many Things,6735.29,4466.29,33.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Spiked Armor,The Book of Many Things,7036.96,4666.36,33.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Studded Leather Armor,The Book of Many Things,6735.29,4466.29,33.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Eye of the White Worm (Very Rare),The Crooked Moon,31060.74,20598.98,33.68,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mage Eater Scythe,The Griffon's Saddlebag: Book Two,34676.44,46341.16,33.64,intended-913/q7b,family-min weapon_bonus=2 type=M
Gloomwrought Ring Mail,The Book of Many Things,7050.46,4679.86,33.62,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Chain Shirt,The Book of Many Things,6906.38,4586.58,33.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Scale Mail,The Book of Many Things,7059.46,4688.86,33.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Chain Mail,The Book of Many Things,7376.88,4904.68,33.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Coat of Many Eyes (Very Rare),Exploring Eberron (2024),24037.4,16009.37,33.4,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Professor Orb,Waterdeep: Dungeon of the Mad Mage,5315.44,3543.75,33.33,intended-913/q7b,spell_battery_max_level=2
Jewel of Three Prayers (Exalted),Critical Role: Call of the Netherdeep,66044.04,44036.37,33.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Titan's Tooth Claymore,The Griffon's Saddlebag: Book Two,28199.13,18814.31,33.28,intended-913/q7b,family-min weapon_bonus=2 type=M
Gloomwrought Splint Armor,The Book of Many Things,7586.21,5063.22,33.26,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Weaver's Guise,The Griffon's Saddlebag: Book Two,730.34,487.68,33.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Vain Virtuoso's Violin,The Griffon's Saddlebag: Book Two,730.34,487.68,33.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flesh of Dendallen,The Griffon's Saddlebag: Book One,17355.29,11593.98,33.2,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scarlet Scourge,The Griffon's Saddlebag: Book Two,6615.78,8809.06,33.15,intended-913/q7b,family-min weapon_bonus=1 type=M
Mask of Lethica Nightborne (Legendary),The Crooked Moon,64364.28,43097.37,33.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Brooch of Many Sizes,The Griffon's Saddlebag: Book One,5232.14,3505.73,33.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cabal's Ruin (Exalted),Tal'Dorei Campaign Setting Reborn,58967.0,78425.26,33.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Power Collar,The Griffon's Saddlebag: Book Two,5232.14,3505.73,33.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Veil of the Weeping Widow (Legendary),The Crooked Moon,64458.78,43188.72,33.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sword of the Crimson Abbot (Legendary),The Crooked Moon,73226.92,49167.99,32.86,intended-913/q7b,family-min weapon_bonus=3 type=M
Bloodscryer Oculus,The Griffon's Saddlebag: Book One,71026.69,47690.94,32.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gloomwrought Breastplate,The Book of Many Things,7216.96,4846.36,32.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Necrosis,The Griffon's Saddlebag: Book Two,22769.38,15289.4,32.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of Infinite Midnight,Book of Ebon Tides,28109.22,18885.46,32.81,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Piercer,Acquisitions Incorporated,1698.92,2254.1,32.68,intended-913/q7b,family-min weapon_bonus=1 type=M
